1, 2.26221, 1.86029, EDDI, P32N21BTN77PW, 2022-09-30 16:56:52,
4219, -2.55335, 2.02817, EDDI, P32N21BTN77PW, 2022-09-30 18:07:10,
4220, -2.00408, 2.59296, EDDI, P32N21BTN77PW, 2022-09-30 18:07:11,
4221, -0.738686, 3.87381, EDDI, P32N21BTN77PW, 2022-09-30 18:07:12,
4222, -3.12619, 1.50168, EDDI, P32N21BTN77PW, 2022-09-30 18:07:13,
4223, -1.2415, 3.40169, EDDI, P32N21BTN77PW, 2022-09-30 18:07:14,
4224, -1.45831, 3.20011, EDDI, P32N21BTN77PW, 2022-09-30 18:07:15,
4225, -2.57788, 2.09571, EDDI, P32N21BTN77PW, 2022-09-30 18:07:16,
4226, -2.68651, 2.00217, EDDI, P32N21BTN77PW, 2022-09-30 18:07:17,
4227, -1.89749, 2.80621, EDDI, P32N21BTN77PW, 2022-09-30 18:07:18,
4228, -2.44667, 2.27197, EDDI, P32N21BTN77PW, 2022-09-30 18:07:19,
4229, -0.795357, 3.93816, EDDI, P32N21BTN77PW, 2022-09-30 18:07:20,
4230, -1.64781, 3.10051, EDDI, P32N21BTN77PW, 2022-09-30 18:07:21,
4231, -1.43343, 3.32961, EDDI, P32N21BTN77PW, 2022-09-30 18:07:22,
4232, -0.156634, 4.62105, EDDI, P32N21BTN77PW, 2022-09-30 18:07:23,
4233, -2.78365, 2.00862, EDDI, P32N21BTN77PW, 2022-09-30 18:07:24,
4234, -1.35101, 3.45575, EDDI, P32N21BTN77PW, 2022-09-30 18:07:25,
4235, 0.0423545, 4.86353, EDDI, P32N21BTN77PW, 2022-09-30 18:07:26,
4236, -2.44695, 2.38858, EDDI, P32N21BTN77PW, 2022-09-30 18:07:27,
4237, -3.54209, 1.3077, EDDI, P32N21BTN77PW, 2022-09-30 18:07:28,
4238, -2.14689, 2.7171, EDDI, P32N21BTN77PW, 2022-09-30 18:07:29,
4239, -3.21323, 1.66488, EDDI, P32N21BTN77PW, 2022-09-30 18:07:30,
4240, -2.58129, 2.31085, EDDI, P32N21BTN77PW, 2022-09-30 18:07:31,
4241, -1.853, 3.05311, EDDI, P32N21BTN77PW, 2022-09-30 18:07:32,
4242, -1.30881, 3.61118, EDDI, P32N21BTN77PW, 2022-09-30 18:07:33,
4243, -2.241, 2.69279, EDDI, P32N21BTN77PW, 2022-09-30 18:07:34,
4244, -3.8808, 1.06671, EDDI, P32N21BTN77PW, 2022-09-30 18:07:35,
4245, -1.27985, 3.68131, EDDI, P32N21BTN77PW, 2022-09-30 18:07:36,
4246, -2.77159, 2.20315, EDDI, P32N21BTN77PW, 2022-09-30 18:07:37,
4247, -3.49634, 1.49188, EDDI, P32N21BTN77PW, 2022-09-30 18:07:38,
4248, -1.75269, 3.24894, EDDI, P32N21BTN77PW, 2022-09-30 18:07:39,
4249, -2.04305, 2.9719, EDDI, P32N21BTN77PW, 2022-09-30 18:07:40,
4250, -0.963074, 4.06513, EDDI, P32N21BTN77PW, 2022-09-30 18:07:41,
4251, -0.757881, 4.28349, EDDI, P32N21BTN77PW, 2022-09-30 18:07:42,
4252, -1.67942, 3.37504, EDDI, P32N21BTN77PW, 2022-09-30 18:07:43,
4253, -2.57312, 2.49435, EDDI, P32N21BTN77PW, 2022-09-30 18:07:44,
4254, -1.53152, 3.54888, EDDI, P32N21BTN77PW, 2022-09-30 18:07:45,
4255, -1.50611, 3.58713, EDDI, P32N21BTN77PW, 2022-09-30 18:07:46,
4256, -1.93487, 3.17113, EDDI, P32N21BTN77PW, 2022-09-30 18:07:47,
4257, -2.43639, 2.68229, EDDI, P32N21BTN77PW, 2022-09-30 18:07:48,
4258, -3.75147, 1.3798, EDDI, P32N21BTN77PW, 2022-09-30 18:07:49,
4259, -0.341009, 4.80278, EDDI, P32N21BTN77PW, 2022-09-30 18:07:50,
4260, -2.26602, 2.8902, EDDI, P32N21BTN77PW, 2022-09-30 18:07:51,
4261, -4.2211, 0.947474, EDDI, P32N21BTN77PW, 2022-09-30 18:07:52,
4262, -3.53173, 1.6491, EDDI, P32N21BTN77PW, 2022-09-30 18:07:53,
4263, -2.50726, 2.68576, EDDI, P32N21BTN77PW, 2022-09-30 18:07:54,
4264, -2.72197, 2.48314, EDDI, P32N21BTN77PW, 2022-09-30 18:07:55,
4265, -2.16663, 3.0505, EDDI, P32N21BTN77PW, 2022-09-30 18:07:56,
4266, -2.93084, 2.29822, EDDI, P32N21BTN77PW, 2022-09-30 18:07:57,
4267, -1.43091, 3.80999, EDDI, P32N21BTN77PW, 2022-09-30 18:07:58,
4268, -0.56904, 4.68362, EDDI, P32N21BTN77PW, 2022-09-30 18:07:59,
4269, -3.44776, 1.81657, EDDI, P32N21BTN77PW, 2022-09-30 18:08:00,
4270, -4.39876, 0.877162, EDDI, P32N21BTN77PW, 2022-09-30 18:08:01,
4271, -1.19696, 4.09046, EDDI, P32N21BTN77PW, 2022-09-30 18:08:02,
4272, -2.63626, 2.66257, EDDI, P32N21BTN77PW, 2022-09-30 18:08:03,
4273, -4.29019, 1.01998, EDDI, P32N21BTN77PW, 2022-09-30 18:08:04,
4274, -1.75788, 3.56353, EDDI, P32N21BTN77PW, 2022-09-30 18:08:05,
4275, -3.46246, 1.8701, EDDI, P32N21BTN77PW, 2022-09-30 18:08:06,
4276, -3.64494, 1.6987, EDDI, P32N21BTN77PW, 2022-09-30 18:08:07,
4277, -1.68072, 3.6739, EDDI, P32N21BTN77PW, 2022-09-30 18:08:08,
4278, -2.67358, 2.69193, EDDI, P32N21BTN77PW, 2022-09-30 18:08:09,
4279, -2.9545, 2.42181, EDDI, P32N21BTN77PW, 2022-09-30 18:08:10,
4280, -3.79057, 1.59646, EDDI, P32N21BTN77PW, 2022-09-30 18:08:11,
4281, -1.66407, 3.73359, EDDI, P32N21BTN77PW, 2022-09-30 18:08:12,
4282, -2.84645, 2.56175, EDDI, P32N21BTN77PW, 2022-09-30 18:08:13,
4283, -3.26742, 2.15123, EDDI, P32N21BTN77PW, 2022-09-30 18:08:14,
4284, -2.82244, 2.60658, EDDI, P32N21BTN77PW, 2022-09-30 18:08:15,
4285, -1.67614, 3.76316, EDDI, P32N21BTN77PW, 2022-09-30 18:08:16,
4286, -2.19533, 3.25415, EDDI, P32N21BTN77PW, 2022-09-30 18:08:17,
4287, -2.88774, 2.57184, EDDI, P32N21BTN77PW, 2022-09-30 18:08:18,
4288, -3.07522, 2.39436, EDDI, P32N21BTN77PW, 2022-09-30 18:08:19,
4289, -2.63927, 2.84024, EDDI, P32N21BTN77PW, 2022-09-30 18:08:20,
4290, -1.69728, 3.79205, EDDI, P32N21BTN77PW, 2022-09-30 18:08:21,
4291, -2.71563, 2.78344, EDDI, P32N21BTN77PW, 2022-09-30 18:08:22,
4292, -1.94846, 3.56025, EDDI, P32N21BTN77PW, 2022-09-30 18:08:23,
4293, -2.68014, 2.83812, EDDI, P32N21BTN77PW, 2022-09-30 18:08:24,
4294, -4.08745, 1.44028, EDDI, P32N21BTN77PW, 2022-09-30 18:08:25,
4295, -4.7863, 0.7508, EDDI, P32N21BTN77PW, 2022-09-30 18:08:26,
4296, -3.33534, 2.21104, EDDI, P32N21BTN77PW, 2022-09-30 18:08:27,
4297, -3.67639, 1.87918, EDDI, P32N21BTN77PW, 2022-09-30 18:08:28,
4298, -2.5528, 3.01187, EDDI, P32N21BTN77PW, 2022-09-30 18:08:29,
4299, -2.47349, 3.10018, EDDI, P32N21BTN77PW, 2022-09-30 18:08:30,
4300, -4.1333, 1.44928, EDDI, P32N21BTN77PW, 2022-09-30 18:08:31,
4301, -4.42922, 1.16219, EDDI, P32N21BTN77PW, 2022-09-30 18:08:32,
4302, -0.98746, 4.61267, EDDI, P32N21BTN77PW, 2022-09-30 18:08:33,
4303, -3.1988, 2.40996, EDDI, P32N21BTN77PW, 2022-09-30 18:08:34,
4304, -3.22852, 2.38879, EDDI, P32N21BTN77PW, 2022-09-30 18:08:35,
4305, -3.22509, 2.40067, EDDI, P32N21BTN77PW, 2022-09-30 18:08:36,
4306, -3.95986, 1.67425, EDDI, P32N21BTN77PW, 2022-09-30 18:08:37,
4307, -2.68022, 2.96215, EDDI, P32N21BTN77PW, 2022-09-30 18:08:38,
4308, -1.25572, 4.39482, EDDI, P32N21BTN77PW, 2022-09-30 18:08:39,
4309, -3.58479, 2.07383, EDDI, P32N21BTN77PW, 2022-09-30 18:08:40,
4310, -3.72052, 1.94608, EDDI, P32N21BTN77PW, 2022-09-30 18:08:41,
4311, -2.19924, 3.47524, EDDI, P32N21BTN77PW, 2022-09-30 18:08:42,
4312, -4.38932, 1.29295, EDDI, P32N21BTN77PW, 2022-09-30 18:08:43,
4313, -4.40282, 1.28715, EDDI, P32N21BTN77PW, 2022-09-30 18:08:44,
4314, -3.13278, 2.56479, EDDI, P32N21BTN77PW, 2022-09-30 18:08:45,
4315, -3.55003, 2.15505, EDDI, P32N21BTN77PW, 2022-09-30 18:08:46,
4316, -3.2543, 2.45819, EDDI, P32N21BTN77PW, 2022-09-30 18:08:47,
4317, -3.13823, 2.58158, EDDI, P32N21BTN77PW, 2022-09-30 18:08:48,
4318, -1.37883, 4.34819, EDDI, P32N21BTN77PW, 2022-09-30 18:08:49,
4319, -3.93919, 1.79496, EDDI, P32N21BTN77PW, 2022-09-30 18:08:50,
4320, -1.887, 3.85418, EDDI, P32N21BTN77PW, 2022-09-30 18:08:51,
4321, -3.08469, 2.66343, EDDI, P32N21BTN77PW, 2022-09-30 18:08:52,
4322, -2.33987, 3.41508, EDDI, P32N21BTN77PW, 2022-09-30 18:08:53,
4323, -2.04533, 3.71636, EDDI, P32N21BTN77PW, 2022-09-30 18:08:54,
4324, -4.8312, 0.937135, EDDI, P32N21BTN77PW, 2022-09-30 18:08:55,
4325, -1.53197, 4.24291, EDDI, P32N21BTN77PW, 2022-09-30 18:08:56,
4326, -2.77056, 3.01077, EDDI, P32N21BTN77PW, 2022-09-30 18:08:57,
4327, -2.46041, 3.32728, EDDI, P32N21BTN77PW, 2022-09-30 18:08:58,
4328, -3.56844, 2.22551, EDDI, P32N21BTN77PW, 2022-09-30 18:08:59,
4329, -3.08333, 2.71677, EDDI, P32N21BTN77PW, 2022-09-30 18:09:00,
4330, -1.87589, 3.93028, EDDI, P32N21BTN77PW, 2022-09-30 18:09:01,
4331, -2.62958, 3.18256, EDDI, P32N21BTN77PW, 2022-09-30 18:09:02,
4332, -3.37559, 2.44241, EDDI, P32N21BTN77PW, 2022-09-30 18:09:03,
4333, -4.62264, 1.20113, EDDI, P32N21BTN77PW, 2022-09-30 18:09:04,
4334, -2.42143, 3.40802, EDDI, P32N21BTN77PW, 2022-09-30 18:09:05,
4335, -4.41462, 1.4204, EDDI, P32N21BTN77PW, 2022-09-30 18:09:06,
4336, -3.37652, 2.46398, EDDI, P32N21BTN77PW, 2022-09-30 18:09:07,
4337, -2.14272, 3.70316, EDDI, P32N21BTN77PW, 2022-09-30 18:09:08,
4338, -2.67786, 3.1733, EDDI, P32N21BTN77PW, 2022-09-30 18:09:09,
4339, -3.76109, 2.09524, EDDI, P32N21BTN77PW, 2022-09-30 18:09:10,
4340, -3.04564, 2.81578, EDDI, P32N21BTN77PW, 2022-09-30 18:09:11,
4341, -2.93566, 2.93074, EDDI, P32N21BTN77PW, 2022-09-30 18:09:12,
4342, -2.25537, 3.61592, EDDI, P32N21BTN77PW, 2022-09-30 18:09:13,
4343, -2.81646, 3.05962, EDDI, P32N21BTN77PW, 2022-09-30 18:09:14,
4344, -3.39038, 2.49038, EDDI, P32N21BTN77PW, 2022-09-30 18:09:15,
4345, -3.06573, 2.81962, EDDI, P32N21BTN77PW, 2022-09-30 18:09:16,
4346, -2.76573, 3.12411, EDDI, P32N21BTN77PW, 2022-09-30 18:09:17,
4347, -4.84353, 1.0507, EDDI, P32N21BTN77PW, 2022-09-30 18:09:18,
4348, -3.47309, 2.42544, EDDI, P32N21BTN77PW, 2022-09-30 18:09:19,
4349, -2.30864, 3.59408, EDDI, P32N21BTN77PW, 2022-09-30 18:09:20,
4350, -1.73735, 4.16946, EDDI, P32N21BTN77PW, 2022-09-30 18:09:21,
4351, -4.47102, 1.43978, EDDI, P32N21BTN77PW, 2022-09-30 18:09:22,
4352, -2.88005, 3.03464, EDDI, P32N21BTN77PW, 2022-09-30 18:09:23,
4353, -1.5549, 4.36358, EDDI, P32N21BTN77PW, 2022-09-30 18:09:24,
4354, -2.47001, 3.45216, EDDI, P32N21BTN77PW, 2022-09-30 18:09:25,
4355, -3.90995, 2.01581, EDDI, P32N21BTN77PW, 2022-09-30 18:09:26,
4356, -2.75541, 3.17385, EDDI, P32N21BTN77PW, 2022-09-30 18:09:27,
4357, -3.70851, 2.22414, EDDI, P32N21BTN77PW, 2022-09-30 18:09:28,
4358, -3.72827, 2.20767, EDDI, P32N21BTN77PW, 2022-09-30 18:09:29,
4359, -1.0409, 4.89823, EDDI, P32N21BTN77PW, 2022-09-30 18:09:30,
4360, -3.76896, 2.17326, EDDI, P32N21BTN77PW, 2022-09-30 18:09:31,
4361, -3.22104, 2.72417, EDDI, P32N21BTN77PW, 2022-09-30 18:09:32,
4362, -1.75764, 4.19046, EDDI, P32N21BTN77PW, 2022-09-30 18:09:33,
4363, -1.92073, 4.03016, EDDI, P32N21BTN77PW, 2022-09-30 18:09:34,
4364, -2.29727, 3.6563, EDDI, P32N21BTN77PW, 2022-09-30 18:09:35,
4365, -0.649346, 5.30682, EDDI, P32N21BTN77PW, 2022-09-30 18:09:36,
4366, -2.08422, 3.87443, EDDI, P32N21BTN77PW, 2022-09-30 18:09:37,
4367, -2.266, 3.69503, EDDI, P32N21BTN77PW, 2022-09-30 18:09:38,
4368, -4.29802, 1.6653, EDDI, P32N21BTN77PW, 2022-09-30 18:09:39,
4369, -1.6424, 4.3231, EDDI, P32N21BTN77PW, 2022-09-30 18:09:40,
4370, -1.70277, 4.26481, EDDI, P32N21BTN77PW, 2022-09-30 18:09:41,
4371, -4.13128, 1.83829, EDDI, P32N21BTN77PW, 2022-09-30 18:09:42,
4372, -3.43487, 2.53657, EDDI, P32N21BTN77PW, 2022-09-30 18:09:43,
4373, -1.93239, 4.04084, EDDI, P32N21BTN77PW, 2022-09-30 18:09:44,
4374, -3.50328, 2.47161, EDDI, P32N21BTN77PW, 2022-09-30 18:09:45,
4375, -4.14392, 1.83255, EDDI, P32N21BTN77PW, 2022-09-30 18:09:46,
4376, -2.07764, 3.90031, EDDI, P32N21BTN77PW, 2022-09-30 18:09:47,
4377, -4.41405, 1.56527, EDDI, P32N21BTN77PW, 2022-09-30 18:09:48,
4378, -4.48467, 1.49592, EDDI, P32N21BTN77PW, 2022-09-30 18:09:49,
4379, -2.39229, 3.58946, EDDI, P32N21BTN77PW, 2022-09-30 18:09:50,
4380, -3.23037, 2.75245, EDDI, P32N21BTN77PW, 2022-09-30 18:09:51,
4381, -2.2117, 3.7721, EDDI, P32N21BTN77PW, 2022-09-30 18:09:52,
4382, -3.63725, 2.34741, EDDI, P32N21BTN77PW, 2022-09-30 18:09:53,
4383, -4.85127, 1.13415, EDDI, P32N21BTN77PW, 2022-09-30 18:09:54,
4384, -3.28772, 2.69836, EDDI, P32N21BTN77PW, 2022-09-30 18:09:55,
4385, -3.60801, 2.37863, EDDI, P32N21BTN77PW, 2022-09-30 18:09:56,
4386, -4.89475, 1.09234, EDDI, P32N21BTN77PW, 2022-09-30 18:09:57,
4387, -1.95168, 4.03578, EDDI, P32N21BTN77PW, 2022-09-30 18:09:58,
4388, -2.82833, 3.15937, EDDI, P32N21BTN77PW, 2022-09-30 18:09:59,
4389, -2.06679, 3.92107, EDDI, P32N21BTN77PW, 2022-09-30 18:10:00,
4390, -3.43773, 2.55018, EDDI, P32N21BTN77PW, 2022-09-30 18:10:01,
4391, -1.94507, 4.04279, EDDI, P32N21BTN77PW, 2022-09-30 18:10:02,
4392, -3.98873, 1.99897, EDDI, P32N21BTN77PW, 2022-09-30 18:10:03,
4393, -1.75791, 4.22954, EDDI, P32N21BTN77PW, 2022-09-30 18:10:04,
4394, -1.41327, 4.57382, EDDI, P32N21BTN77PW, 2022-09-30 18:10:05,
4395, -3.45208, 2.53456, EDDI, P32N21BTN77PW, 2022-09-30 18:10:06,
4396, -3.22319, 2.76288, EDDI, P32N21BTN77PW, 2022-09-30 18:10:07,
4397, -2.76713, 3.21828, EDDI, P32N21BTN77PW, 2022-09-30 18:10:08,
4398, -2.20341, 3.78124, EDDI, P32N21BTN77PW, 2022-09-30 18:10:09,
4399, -2.5113, 3.47248, EDDI, P32N21BTN77PW, 2022-09-30 18:10:10,
4400, -2.5763, 3.40651, EDDI, P32N21BTN77PW, 2022-09-30 18:10:11,
4401, -2.85516, 3.12658, EDDI, P32N21BTN77PW, 2022-09-30 18:10:12,
4402, -1.4919, 4.48867, EDDI, P32N21BTN77PW, 2022-09-30 18:10:13,
4403, -2.12244, 3.85685, EDDI, P32N21BTN77PW, 2022-09-30 18:10:14,
4404, -3.46145, 2.51647, EDDI, P32N21BTN77PW, 2022-09-30 18:10:15,
4405, -2.30601, 3.67043, EDDI, P32N21BTN77PW, 2022-09-30 18:10:16,
4406, -3.06005, 2.91482, EDDI, P32N21BTN77PW, 2022-09-30 18:10:17,
4407, -0.975373, 4.99781, EDDI, P32N21BTN77PW, 2022-09-30 18:10:18,
4408, -2.73202, 3.23938, EDDI, P32N21BTN77PW, 2022-09-30 18:10:19,
4409, -3.3856, 2.58391, EDDI, P32N21BTN77PW, 2022-09-30 18:10:20,
4410, -3.17987, 2.78766, EDDI, P32N21BTN77PW, 2022-09-30 18:10:21,
4411, -2.19863, 3.76682, EDDI, P32N21BTN77PW, 2022-09-30 18:10:22,
4412, -2.31942, 3.64383, EDDI, P32N21BTN77PW, 2022-09-30 18:10:23,
4413, -3.22405, 2.73691, EDDI, P32N21BTN77PW, 2022-09-30 18:10:24,
4414, -3.7369, 2.22167, EDDI, P32N21BTN77PW, 2022-09-30 18:10:25,
4415, -3.84257, 2.1135, EDDI, P32N21BTN77PW, 2022-09-30 18:10:26,
4416, -3.48184, 2.47164, EDDI, P32N21BTN77PW, 2022-09-30 18:10:27,
4417, -4.80638, 1.14441, EDDI, P32N21BTN77PW, 2022-09-30 18:10:28,
4418, -1.51116, 4.43683, EDDI, P32N21BTN77PW, 2022-09-30 18:10:29,
4419, -2.54186, 3.40322, EDDI, P32N21BTN77PW, 2022-09-30 18:10:30,
4420, -4.34639, 1.5957, EDDI, P32N21BTN77PW, 2022-09-30 18:10:31,
4421, -2.61346, 3.32552, EDDI, P32N21BTN77PW, 2022-09-30 18:10:32,
4422, -1.83255, 4.10323, EDDI, P32N21BTN77PW, 2022-09-30 18:10:33,
4423, -3.03263, 2.89985, EDDI, P32N21BTN77PW, 2022-09-30 18:10:34,
4424, -3.78987, 2.1392, EDDI, P32N21BTN77PW, 2022-09-30 18:10:35,
4425, -0.969783, 4.95578, EDDI, P32N21BTN77PW, 2022-09-30 18:10:36,
4426, -3.1719, 2.75006, EDDI, P32N21BTN77PW, 2022-09-30 18:10:37,
4427, -2.3281, 3.59015, EDDI, P32N21BTN77PW, 2022-09-30 18:10:38,
4428, -3.45253, 2.46191, EDDI, P32N21BTN77PW, 2022-09-30 18:10:39,
4429, -3.30133, 2.6092, EDDI, P32N21BTN77PW, 2022-09-30 18:10:40,
4430, -2.98601, 2.92051, EDDI, P32N21BTN77PW, 2022-09-30 18:10:41,
4431, -2.72323, 3.17918, EDDI, P32N21BTN77PW, 2022-09-30 18:10:42,
4432, -3.04743, 2.85077, EDDI, P32N21BTN77PW, 2022-09-30 18:10:43,
4433, -2.63927, 3.25462, EDDI, P32N21BTN77PW, 2022-09-30 18:10:44,
4434, -2.3196, 3.56987, EDDI, P32N21BTN77PW, 2022-09-30 18:10:45,
4435, -2.15731, 3.72766, EDDI, P32N21BTN77PW, 2022-09-30 18:10:46,
4436, -2.7933, 3.08705, EDDI, P32N21BTN77PW, 2022-09-30 18:10:47,
4437, -2.019, 3.85664, EDDI, P32N21BTN77PW, 2022-09-30 18:10:48,
4438, -3.92187, 1.94896, EDDI, P32N21BTN77PW, 2022-09-30 18:10:49,
4439, -2.68724, 3.17868, EDDI, P32N21BTN77PW, 2022-09-30 18:10:50,
4440, -2.57254, 3.28836, EDDI, P32N21BTN77PW, 2022-09-30 18:10:51,
4441, -1.96383, 3.89196, EDDI, P32N21BTN77PW, 2022-09-30 18:10:52,
4442, -3.38787, 2.46271, EDDI, P32N21BTN77PW, 2022-09-30 18:10:53,
4443, -3.28248, 2.56278, EDDI, P32N21BTN77PW, 2022-09-30 18:10:54,
4444, -1.74798, 4.09188, EDDI, P32N21BTN77PW, 2022-09-30 18:10:55,
4445, -2.18137, 3.65297, EDDI, P32N21BTN77PW, 2022-09-30 18:10:56,
4446, -2.56508, 3.26366, EDDI, P32N21BTN77PW, 2022-09-30 18:10:57,
4447, -2.97241, 2.85062, EDDI, P32N21BTN77PW, 2022-09-30 18:10:58,
4448, -2.046, 3.77121, EDDI, P32N21BTN77PW, 2022-09-30 18:10:59,
4449, -3.79984, 2.01147, EDDI, P32N21BTN77PW, 2022-09-30 18:11:00,
4450, -2.99012, 2.81519, EDDI, P32N21BTN77PW, 2022-09-30 18:11:01,
4451, -2.41796, 3.38124, EDDI, P32N21BTN77PW, 2022-09-30 18:11:02,
4452, -4.72746, 1.06554, EDDI, P32N21BTN77PW, 2022-09-30 18:11:03,
4453, -1.27708, 4.50961, EDDI, P32N21BTN77PW, 2022-09-30 18:11:04,
4454, -2.37087, 3.40943, EDDI, P32N21BTN77PW, 2022-09-30 18:11:05,
4455, -3.27562, 2.49818, EDDI, P32N21BTN77PW, 2022-09-30 18:11:06,
4456, -4.18481, 1.58239, EDDI, P32N21BTN77PW, 2022-09-30 18:11:07,
4457, -2.96513, 2.79538, EDDI, P32N21BTN77PW, 2022-09-30 18:11:08,
4458, -2.4995, 3.25421, EDDI, P32N21BTN77PW, 2022-09-30 18:11:09,
4459, -2.02292, 3.72391, EDDI, P32N21BTN77PW, 2022-09-30 18:11:10,
4460, -4.07914, 1.6607, EDDI, P32N21BTN77PW, 2022-09-30 18:11:11,
4461, -1.62405, 4.10871, EDDI, P32N21BTN77PW, 2022-09-30 18:11:12,
4462, -2.41052, 3.31505, EDDI, P32N21BTN77PW, 2022-09-30 18:11:13,
4463, -1.64913, 4.06917, EDDI, P32N21BTN77PW, 2022-09-30 18:11:14,
4464, -3.32613, 2.38479, EDDI, P32N21BTN77PW, 2022-09-30 18:11:15,
4465, -4.05906, 1.64438, EDDI, P32N21BTN77PW, 2022-09-30 18:11:16,
4466, -3.52663, 2.16924, EDDI, P32N21BTN77PW, 2022-09-30 18:11:17,
4467, -3.26085, 2.42736, EDDI, P32N21BTN77PW, 2022-09-30 18:11:18,
4468, -1.70819, 3.97226, EDDI, P32N21BTN77PW, 2022-09-30 18:11:19,
4469, -2.4507, 3.22189, EDDI, P32N21BTN77PW, 2022-09-30 18:11:20,
4470, -1.88473, 3.7799, EDDI, P32N21BTN77PW, 2022-09-30 18:11:21,
4471, -0.896646, 4.75993, EDDI, P32N21BTN77PW, 2022-09-30 18:11:22,
4472, -3.79036, 1.85807, EDDI, P32N21BTN77PW, 2022-09-30 18:11:23,
4473, -3.28654, 2.35365, EDDI, P32N21BTN77PW, 2022-09-30 18:11:24,
4474, -3.3434, 2.28845, EDDI, P32N21BTN77PW, 2022-09-30 18:11:25,
4475, -2.62609, 2.99733, EDDI, P32N21BTN77PW, 2022-09-30 18:11:26,
4476, -2.51958, 3.09531, EDDI, P32N21BTN77PW, 2022-09-30 18:11:27,
4477, -2.64363, 2.96263, EDDI, P32N21BTN77PW, 2022-09-30 18:11:28,
4478, -1.67987, 3.91767, EDDI, P32N21BTN77PW, 2022-09-30 18:11:29,
4479, -3.82593, 1.7628, EDDI, P32N21BTN77PW, 2022-09-30 18:11:30,
4480, -4.27011, 1.30972, EDDI, P32N21BTN77PW, 2022-09-30 18:11:31,
4481, -2.87777, 2.69305, EDDI, P32N21BTN77PW, 2022-09-30 18:11:32,
4482, -2.70306, 2.85866, EDDI, P32N21BTN77PW, 2022-09-30 18:11:33,
4483, -3.53255, 2.01999, EDDI, P32N21BTN77PW, 2022-09-30 18:11:34,
4484, -3.85396, 1.68929, EDDI, P32N21BTN77PW, 2022-09-30 18:11:35,
4485, -3.47715, 2.05672, EDDI, P32N21BTN77PW, 2022-09-30 18:11:36,
4486, -1.91818, 3.60622, EDDI, P32N21BTN77PW, 2022-09-30 18:11:37,
4487, -3.70363, 1.8112, EDDI, P32N21BTN77PW, 2022-09-30 18:11:38,
4488, -3.04862, 2.45655, EDDI, P32N21BTN77PW, 2022-09-30 18:11:39,
4489, -0.521663, 4.97376, EDDI, P32N21BTN77PW, 2022-09-30 18:11:40,
4490, -2.50328, 2.9823, EDDI, P32N21BTN77PW, 2022-09-30 18:11:41,
4491, -2.34929, 3.12635, EDDI, P32N21BTN77PW, 2022-09-30 18:11:42,
4492, -2.32256, 3.14305, EDDI, P32N21BTN77PW, 2022-09-30 18:11:43,
4493, -2.44705, 3.00844, EDDI, P32N21BTN77PW, 2022-09-30 18:11:44,
4494, -4.66258, 0.782706, EDDI, P32N21BTN77PW, 2022-09-30 18:11:45,
4495, -2.92357, 2.51141, EDDI, P32N21BTN77PW, 2022-09-30 18:11:46,
4496, -2.46766, 2.95692, EDDI, P32N21BTN77PW, 2022-09-30 18:11:47,
4497, -2.78211, 2.63198, EDDI, P32N21BTN77PW, 2022-09-30 18:11:48,
4498, -2.35056, 3.05296, EDDI, P32N21BTN77PW, 2022-09-30 18:11:49,
4499, -2.02278, 3.37007, EDDI, P32N21BTN77PW, 2022-09-30 18:11:50,
4500, -1.22023, 4.16186, EDDI, P32N21BTN77PW, 2022-09-30 18:11:51,
4501, -1.14384, 4.2274, EDDI, P32N21BTN77PW, 2022-09-30 18:11:52,
4502, -1.81128, 3.54902, EDDI, P32N21BTN77PW, 2022-09-30 18:11:53,
4503, -1.2902, 4.05907, EDDI, P32N21BTN77PW, 2022-09-30 18:11:54,
4504, -1.86134, 3.47681, EDDI, P32N21BTN77PW, 2022-09-30 18:11:55,
4505, -2.85608, 2.47086, EDDI, P32N21BTN77PW, 2022-09-30 18:11:56,
4506, -3.00815, 2.30749, EDDI, P32N21BTN77PW, 2022-09-30 18:11:57,
4507, -1.05251, 4.25174, EDDI, P32N21BTN77PW, 2022-09-30 18:11:58,
4508, -0.721721, 4.57105, EDDI, P32N21BTN77PW, 2022-09-30 18:11:59,
4509, -2.43096, 2.85025, EDDI, P32N21BTN77PW, 2022-09-30 18:12:00,
4510, -2.44157, 2.82798, EDDI, P32N21BTN77PW, 2022-09-30 18:12:01,
4511, -2.74454, 2.51326, EDDI, P32N21BTN77PW, 2022-09-30 18:12:02,
4512, -1.85293, 3.39305, EDDI, P32N21BTN77PW, 2022-09-30 18:12:03,
4513, -3.76317, 1.47089, EDDI, P32N21BTN77PW, 2022-09-30 18:12:04,
4514, -3.06528, 2.15678, EDDI, P32N21BTN77PW, 2022-09-30 18:12:05,
4515, -2.55102, 2.65894, EDDI, P32N21BTN77PW, 2022-09-30 18:12:06,
4516, -3.41762, 1.78016, EDDI, P32N21BTN77PW, 2022-09-30 18:12:07,
4517, -1.74878, 3.43674, EDDI, P32N21BTN77PW, 2022-09-30 18:12:08,
4518, -2.88938, 2.28378, EDDI, P32N21BTN77PW, 2022-09-30 18:12:09,
4519, -2.2186, 2.94212, EDDI, P32N21BTN77PW, 2022-09-30 18:12:10,
4520, -0.416999, 4.73119, EDDI, P32N21BTN77PW, 2022-09-30 18:12:11,
4521, -2.01673, 3.11885, EDDI, P32N21BTN77PW, 2022-09-30 18:12:12,
